"x","y","nome_deputado","nome","partido","uf","twitter","ordem","Partido"
-0.1300193697,0.0959191771,"cadoca","CARLOS EDUARDO CADOCA","PCdoB","PE","cadoca","NA","resto"
-0.0584275467,0.1734175444,"caionarcio","CAIO NARCIO","PSDB","MG","caionarcio","NA","PSDB"
-0.1946298231,0.1000960556,"canzianialex","ALEX CANZIANI","PTB","PR","canzianialex","NA","resto"
0.1843400993,-0.0435220704,"capitao_augusto","CAPITÃO AUGUSTO","PR","SP","capitao_augusto","NA","resto"
0.0495799301,0.0551592254,"carlosbezerrajr","CARLOS BEZERRA","PMDB","MT","carlosbezerrajr","NA","PMDB"
0.1355424481,-0.109779424,"carlosgomesdep","CARLOS GOMES","PRB","RS","carlosgomesdep","NA","resto"
0.1198404111,0.0858712798,"carlosmelles","CARLOS MELLES","DEM","MG","carlosmelles","NA","resto"
-0.0466723934,0.2137489992,"carlossampaio_","CARLOS SAMPAIO","PSDB","SP","carlossampaio_","NA","PSDB"
-0.2451758166,-0.1492508742,"carloszarattini","CARLOS ZARATTINI","PT","SP","carloszarattini","NA","PT"
0.1714089967,-0.0383607474,"celsojacob","CELSO JACOB","PMDB","RJ","celsojacob","NA","PMDB"
0.1160023209,-0.0211365722,"celsomaldaner","CELSO MALDANER","PMDB","SC","celsomaldaner","NA","PMDB"
-0.0563519328,-0.0547283184,"celsopansera","CELSO PANSERA","PMDB","RJ","celsopansera","NA","PMDB"
0.0532065926,0.042168793,"celsorussomanno","CELSO RUSSOMANNO","PRB","SP","celsorussomanno","NA","resto"
0.1220128595,-0.0497300467,"cesarhalum","CÉSAR HALUM","PRB","TO","cesarhalum","NA","resto"
-0.3103924312,0.2790618489,"chapadinha55","FRANCISCO CHAPADINHA","PSD","PA","chapadinha55","NA","resto"
-0.2523340877,-0.1139361486,"chico_dangelo","CHICO D'ANGELO","PT","RJ","chico_dangelo","NA","PT"
0.0479291116,-0.0303524136,"christianeyared","CHRISTIANE DE SOUZA YARED","PTN","PR","christianeyared","NA","resto"
0.2038166272,-0.0326578096,"claudio_cajado","CLAUDIO CAJADO","DEM","BA","claudio_cajado","NA","resto"
-0.1191952132,0.0499063475,"colattodeputado","VALDIR COLATTO","PMDB","SC","colattodeputado","NA","PMDB"
-0.0009355768,0.1016115971,"covattifilho","COVATTI FILHO","PP","RS","covattifilho","NA","resto"
0.1939796664,0.0053836955,"csilveira4599","CÉLIO SILVEIRA","PSDB","GO","csilveira4599","NA","PSDB"
0.0924556296,-0.0812911963,"dagoberto_pdt ","DAGOBERTO","PDT","NA","NA","NA","NA"
0.0096385239,0.18151266,"danielcoelho45","DANIEL COELHO","PSDB","PE","danielcoelho45","NA","PSDB"
-0.0249848079,-0.1422889872,"daniel_pcdob","DANIEL ALMEIDA","PCdoB","BA","daniel_pcdob","NA","resto"
-0.0900077905,0.0489571837,"danielvilela15","DANIEL VILELA","PMDB","GO","danielvilela15","NA","PMDB"
0.0994428867,-0.0017205095,"danrleifederal","DANRLEI DE DEUS HINTERHOLZ","PSD","RS","danrleifederal","NA","resto"
-0.1196826709,0.078646811,"darcisioperondi","DARCÍSIO PERONDI","PMDB","RS","darcisioperondi","NA","PMDB"
-0.1343074199,-0.0670346873,"davidson65","DAVIDSON MAGALHÃES","PCdoB","BA","davidson65","NA","resto"
-0.0927463809,-0.2062240199,"deciolimapt","DÉCIO LIMA","PT","SC","deciolimapt","NA","PT"
0.0383210298,0.0805499382,"delegadomoreira","DELEGADO EDSON MOREIRA","PTN","MG","delegadomoreira","NA","resto"
-0.216440635,0.235884197,"delegado_waldir","DELEGADO WALDIR","PSDB","GO","delegado_waldir","NA","PSDB"
0.1709508685,-0.0574113889,"depademircamilo","ADEMIR CAMILO","PROS","MG","depademircamilo","NA","resto"
-0.0043434542,0.067338542,"depafonsohamm","AFONSO HAMM","PP","RS","depafonsohamm","NA","resto"
0.0329262777,0.0295838898,"depalbertofilho","ALBERTO FILHO","PMDB","MA","depalbertofilho","NA","PMDB"
0.0207841736,-0.0119938552,"dep_andreabdon","ANDRÉ ABDON","PRB","AP","dep_andreabdon","NA","resto"
0.1168834681,0.0125592674,"dep_arnaldo1452","ARNALDO FARIA DE SÁ","PTB","SP","dep_arnaldo1452","NA","resto"
-0.1311190782,0.0700025691,"DepArthurLira","ARTHUR LIRA","PP","AL","DepArthurLira","NA","resto"
0.0270418251,-0.0005390036,"departhurmaia","ARTHUR OLIVEIRA MAIA","SD","BA","departhurmaia","NA","resto"
0.1363943219,-0.0202214188,"dep_augustodf","AUGUSTO CARVALHO","SD","DF","dep_augustodf","NA","resto"
0.095622746,-0.0259221632,"dep_balhmann","ANTONIO BALHMANN","PROS","CE","dep_balhmann","NA","resto"
0.0859918873,0.1464288759,"depbolsonaro","JAIR BOLSONARO","PP","RJ","depbolsonaro","NA","resto"
-0.1283923328,0.1155754807,"depbrunafurlan","BRUNA FURLAN","PSDB","SP","depbrunafurlan","NA","PSDB"
0.0720983145,0.0710280126,"depbulhoes","ANTONIO BULHÕES","PRB","SP","depbulhoes","NA","resto"
0.0054360733,-0.0300820463,"depcabucu","CABUÇU BORGES","PMDB","AP","depcabucu","NA","PMDB"
0.0017220843,-0.0910619775,"depcaetano","CAETANO","PT","BA","depcaetano","NA","PT"
0.1677201787,-0.0440585521,"depcesarsouza","CESAR SOUZA","PSD","SC","depcesarsouza","NA","resto"
-0.1005206481,-0.0624416149,"depchicoalencar ","CHICO ALENCAR","PSOL","NA","NA","NA","NA"
0.1729359816,-0.1019550757,"depchicolopes ","CHICO LOPES","PCdoB","NA","NA","NA","NA"
-0.1128710615,-0.0995885495,"depchinaglia","ARLINDO CHINAGLIA","PT","SP","depchinaglia","NA","PT"
-0.1493727521,0.1003669754,"dep_clarissa","CLARISSA GAROTINHO","PR","RJ","dep_clarissa","NA","resto"
-0.1308379209,0.2156871732,"dep_crisbrasil","CRISTIANE BRASIL","PTB","RJ","dep_crisbrasil","NA","resto"
-0.0569875325,0.0562248434,"dep_csampaio","CONCEIÇÃO SAMPAIO","PP","AM","dep_csampaio","NA","resto"
-0.0518056604,-0.0103386556,"depdaniloforte","DANILO FORTE","PMDB","CE","depdaniloforte","NA","PMDB"
0.1694609925,-0.0521079844,"depdeley","DELEY","PTB","RJ","depdeley","NA","resto"
0.0701516234,0.008565452,"depdimasfabiano","DIMAS FABIANO","PP","MG","depdimasfabiano","NA","resto"
-0.1868211072,0.1399357928,"depeduardocunha","EDUARDO CUNHA","PMDB","RJ","depeduardocunha","NA","PMDB"
0.0999186662,0.1160733683,"depelmar","ELMAR NASCIMENTO","DEM","BA","depelmar","NA","resto"
0.202428646,-0.0680402013,"dep_erivelton","ERIVELTON SANTANA","PSC","BA","dep_erivelton","NA","resto"
-0.056973784,0.1823287115,"depfabiosousa","FÁBIO SOUSA","PSDB","GO","depfabiosousa","NA","PSDB"
0.0190276002,-0.020889937,"depfederalmoses","MOSES RODRIGUES","PPS","CE","depfederalmoses","NA","resto"
0.0334356023,0.1514730359,"depfelipemaia","FELIPE MAIA","DEM","RN","depfelipemaia","NA","resto"
0.113654935,-0.0100064788,"depflaviamorais","FLÁVIA MORAIS","PDT","GO","depflaviamorais","NA","resto"
-0.1768142517,0.0446634186,"dep_francisco","FRANCISCO FLORIANO","PR","RJ","dep_francisco","NA","resto"
0.2017570689,-0.063378758,"depgarcon","LINDOMAR GARÇON","PMDB","RO","depgarcon","NA","PMDB"
-0.153678319,0.0512249659,"depgenecias","GENECIAS NORONHA","SD","CE","depgenecias","NA","resto"
0.1513796297,-0.0564541568,"dep_geraldo","GERALDO RESENDE","PMDB","MS","dep_geraldo","NA","PMDB"
-0.2410249714,-0.1856720503,"dep_guimaraes","JOSÉ GUIMARÃES","PT","CE","dep_guimaraes","NA","PT"
-0.1807301492,0.0617380689,"dephugoleal","HUGO LEAL","PROS","RJ","dephugoleal","NA","resto"
0.0722980883,-0.0289333353,"dep_imbassahy","ANTONIO IMBASSAHY","PSDB","BA","dep_imbassahy","NA","PSDB"
-0.0751685962,-0.0424859498,"dep_ivanvalente","IVAN VALENTE","PSOL","SP","dep_ivanvalente","NA","PSOL"
0.1323669415,0.0043169751,"depjefferson","JEFFERSON CAMPOS","PSD","SP","depjefferson","NA","resto"
0.1613866266,0.0321953269,"depjoaocampos","JOÃO CAMPOS","PSDB","GO","depjoaocampos","NA","PSDB"
-0.0679644855,0.0689791385,"dep_jonymarcos","JONY MARCOS","PRB","SE","dep_jonymarcos","NA","resto"
-0.184923337,-0.1136323068,"depjorgesolla","JORGE SOLLA","PT","BA","depjorgesolla","NA","PT"
-0.0449777965,0.2279504092,"depjosecarlos","JOSÉ CARLOS ARAÚJO","PSD","BA","depjosecarlos","NA","resto"
0.0757663283,0.0541746694,"depjuliocesarpi","JÚLIO CESAR","PSD","PI","depjuliocesarpi","NA","resto"
0.1687528656,-0.0435843545,"depjuliodelgado","JÚLIO DELGADO","PSB","MG","depjuliodelgado","NA","resto"
-0.1411008652,0.1400310458,"depjuscelino","JUSCELINO FILHO","PRP","MA","depjuscelino","NA","resto"
0.024323912,-0.1832336473,"depleomonteiro","LEONARDO MONTEIRO","PT","MG","depleomonteiro","NA","PT"
-0.0466700793,0.0143383541,"depleopicciani","LEONARDO PICCIANI","PMDB","RJ","depleopicciani","NA","PMDB"
0.1104130874,-0.0005962868,"depluizfernando","LUIZ FERNANDO FARIA","PP","MG","depluizfernando","NA","resto"
-0.062010227,-0.2202938376,"depluizsergio","LUIZ SÉRGIO","PT","RJ","depluizsergio","NA","PT"
0.1913516855,-0.0503458987,"depmandetta","MANDETTA","DEM","MS","depmandetta","NA","resto"
0.0782929925,0.0206441409,"depmanoeljunior","MANOEL JUNIOR","PMDB","PB","depmanoeljunior","NA","PMDB"
-0.1911619783,-0.1879364041,"depmarcomaia","MARCO MAIA","PT","RS","depmarcomaia","NA","PT"
-0.1916384547,-0.1208701339,"depmarcon","MARCON","PT","RS","depmarcon","NA","PT"
0.0602099774,0.1170070469,"depmarcosmontes","MARCOS MONTES","PSD","MG","depmarcosmontes","NA","resto"
0.1169756046,-0.1083469462,"depmarinharaupp","MARINHA RAUPP","PMDB","RO","depmarinharaupp","NA","PMDB"
0.0724907324,-0.0522996791,"depmaurolopes","MAURO LOPES","PMDB","MG","depmaurolopes","NA","PMDB"
0.144369386,-0.1247951154,"depnegromontejr","MÁRIO NEGROMONTE JR.","PP","BA","depnegromontejr","NA","resto"
0.1642436405,-0.0032959711,"depnilsonpinto","NILSON PINTO","PSDB","PA","depnilsonpinto","NA","PSDB"
-0.4107881535,0.1450741902,"depnilton","NILTON CAPIXABA","PTB","RO","depnilton","NA","resto"
-0.0113587617,-0.1369571036,"dep_padrejoao","PADRE JOÃO","PT","MG","dep_padrejoao","NA","PT"
-0.1127364732,-0.032199328,"dep_paulinho","PAULO PEREIRA DA SILVA","SD","SP","dep_paulinho","NA","resto"
-0.0917875475,0.0426698964,"depquintella","MAURÍCIO QUINTELLA LESSA","PR","AL","depquintella","NA","resto"
-0.1623891683,-0.0629027742,"deprobertobritt","ROBERTO BRITTO","PP","BA","deprobertobritt","NA","resto"
0.197736212,-0.0647170951,"deprobertosales","ROBERTO SALES","PRB","RJ","deprobertosales","NA","resto"
-0.1030404588,0.270807196,"deprodrigomaia","RODRIGO MAIA","DEM","RJ","deprodrigomaia","NA","resto"
0.020647079,0.030963441,"depronaldo","RONALDO FONSECA","PROS","DF","depronaldo","NA","resto"
-0.163209842,0.2272099101,"depsheridan","SHÉRIDAN","PSDB","RR","depsheridan","NA","PSDB"
-0.0664852054,0.0953602016,"depsostenes","SÓSTENES CAVALCANTE","PSD","RJ","depsostenes","NA","resto"
0.1338571172,-0.0042095944,"depsperafico","DILCEU SPERAFICO","PP","PR","depsperafico","NA","resto"
0.1000576099,0.0308996806,"depstefano","STEFANO AGUIAR","PSB","MG","depstefano","NA","resto"
0.1488526946,-0.0771235649,"deptenentelucio","TENENTE LÚCIO","PSB","MG","deptenentelucio","NA","resto"
-0.1088583406,-0.0846732133,"deputadaluciana","LUCIANA SANTOS","PCdoB","PE","deputadaluciana","NA","resto"
-0.0316713733,-0.223194819,"deputadoadelmo","ADELMO CARNEIRO LEÃO","PT","MG","deputadoadelmo","NA","PT"
0.1666272399,-0.0437238776,"deputadoatila","ÁTILA LIRA","PSB","PI","deputadoatila","NA","resto"
0.1494273952,-0.0984024376,"deputadoaureo","AUREO","SD","RJ","deputadoaureo","NA","resto"
-0.0217729387,0.0051729942,"deputadobacelar","BACELAR","PTN","BA","deputadobacelar","NA","resto"
0.024372886,-0.0906664281,"deputado_busato","LUIZ CARLOS BUSATO","PTB","RS","deputado_busato","NA","resto"
-0.3593158706,0.1700763628,"deputado_ca","CARLOS ANDRADE","PHS","RR","deputado_ca","NA","resto"
-0.1165842372,-0.2527141565,"deputadofederal","PAULO PIMENTA","PT","RS","deputadofederal","NA","PT"
0.0142436043,-0.0676166487,"deputadofoletto","PAULO FOLETTO","PSB","ES","deputadofoletto","NA","resto"
0.1838076737,-0.0106479271,"deputadogiacobo","GIACOBO","PR","PR","deputadogiacobo","NA","resto"
0.0288192943,0.1572249511,"deputadohauly","LUIZ CARLOS HAULY","PSDB","PR","deputadohauly","NA","PSDB"
0.1214105761,0.008852857,"deputadoheinze","LUIS CARLOS HEINZE","PP","RS","deputadoheinze","NA","resto"
0.0147910259,0.0861254622,"deputadojhc","JHC","SD","AL","deputadojhc","NA","resto"
0.1635747416,-0.05798461,"deputadomanato","CARLOS MANATO","SD","ES","deputadomanato","NA","resto"
-0.1288431637,0.0688362575,"deputadopeninha","ROGÉRIO PENINHA MENDONÇA","PMDB","SC","deputadopeninha","NA","PMDB"
0.082138215,0.0711360466,"deputado_penna","PENNA","PV","SP","deputado_penna","NA","resto"
0.0883516395,0.0238164725,"deputadorenzo","RENZO BRAZ","PP","MG","deputadorenzo","NA","resto"
-0.0340734476,-0.2754975584,"deputadotoninho","TONINHO WANDSCHEER","PT","PR","deputadotoninho","NA","PT"
-0.3067220829,0.1384881258,"deputadowlad","WLADIMIR COSTA","SD","PA","deputadowlad","NA","resto"
-0.0457871529,0.0103846075,"depvaltenir","VALTENIR PEREIRA","PROS","MT","depvaltenir","NA","resto"
0.0174298444,0.0710331974,"depvecci45","GIUSEPPE VECCI","PSDB","GO","depvecci45","NA","PSDB"
0.1097936565,0.2184194503,"depvitorlippi","VITOR LIPPI","PSDB","SP","depvitorlippi","NA","PSDB"
-0.1222249467,-0.0320495321,"depwreis","WASHINGTON REIS","PMDB","RJ","depwreis","NA","PMDB"
0.0672030345,-0.038219045,"dep_zecarlospt","ZÉ CARLOS","PT","MA","dep_zecarlospt","NA","PT"
-0.2305301475,0.1240170592,"df_paulofreire","PAULO FREIRE","PR","SP","df_paulofreire","NA","resto"
0.057680596,0.0142426765,"diegoandrademg","DIEGO ANDRADE","PSD","MG","diegoandrademg","NA","resto"
-0.1452532025,-0.0152738087,"domingos_neto","DOMINGOS NETO","PROS","CE","domingos_neto","NA","resto"
0.0196250242,0.1423010554,"domingossaviomg","DOMINGOS SÁVIO","PSDB","MG","domingossaviomg","NA","PSDB"
0.0577346186,-0.0541589504,"dpmarciomarinho","MÁRCIO MARINHO","PRB","BA","dpmarciomarinho","NA","resto"
0.093642065,-0.0624293966,"drdamiaooficial ","DAMIAO FELICIANO","PDT","NA","NA","NA","NA"
-0.2477588475,0.1891018274,"drjoaooficial","DR. JOÃO","PR","RJ","drjoaooficial","NA","resto"
0.1299127371,0.0041274722,"drsinval4311","DR. SINVAL MALHEIROS","PV","SP","drsinval4311","NA","resto"
0.0300494063,0.1917556921,"duarte_nogueira","DUARTE NOGUEIRA","PSDB","SP","duarte_nogueira","NA","PSDB"
-0.1824875047,0.0582818182,"dulcemiranda_to","DULCE MIRANDA","PMDB","TO","dulcemiranda_to","NA","PMDB"
0.1229794153,-0.0247217784,"edermauroficial","DELEGADO ÉDER MAURO","PSD","PA","edermauroficial","NA","resto"
-0.1268785378,-0.1419753846,"edinhosilva","EDINHO BEZ","PMDB","SC","edinhosilva","NA","PMDB"
0.1744140376,-0.042098339,"ediolopes","EDIO LOPES","PMDB","RR","ediolopes","NA","PMDB"
0.109731949,0.0356621406,"edmararruda","EDMAR ARRUDA","PSC","PR","edmararruda","NA","resto"
-0.1064630085,-0.0840056629,"edmilsonpsol","EDMILSON RODRIGUES","PSOL","PA","edmilsonpsol","NA","PSOL"
0.1207598803,0.0495768422,"eduardobarbosa_","EDUARDO BARBOSA","PSDB","MG","eduardobarbosa_","NA","PSDB"
-0.0007546853,0.2769983773,"eduardo_cury","EDUARDO CURY","PSDB","SP","eduardo_cury","NA","PSDB"
0.1084528835,-0.0301268326,"eduardodafonte","EDUARDO DA FONTE","PP","PE","eduardodafonte","NA","resto"
0.0928281748,0.1490663612,"efraimfilho","EFRAIM FILHO","DEM","PB","efraimfilho","NA","resto"
0.1638839115,0.0377118315,"ejarbas15","JARBAS VASCONCELOS","PMDB","PE","ejarbas15","NA","PMDB"
-0.0005038924,-0.0370198883,"elcionepmdb","ELCIONE BARBALHO","PMDB","PA","elcionepmdb","NA","PMDB"
0.0024395099,0.0583104405,"elicorreafilho ","ELI CORREA FILHO","DEM","NA","NA","NA","NA"
-0.0505290386,0.0440968528,"elizeudionizio","ELIZEU DIONIZIO","SD","MS","elizeudionizio","NA","resto"
-0.0640328384,0.0381212888,"elizianegama","ELIZIANE GAMA","PPS","MA","elizianegama","NA","resto"
-0.2258472226,-0.3464449326,"enioverri13","ENIO VERRI","PT","PR","enioverri13","NA","PT"
-0.1399015836,-0.2099009639,"erikakokay","ERIKA KOKAY","PT","DF","erikakokay","NA","PT"
0.1055999793,-0.0310729044,"erosbiondini","EROS BIONDINI","PTB","MG","erosbiondini","NA","resto"
0.1999960844,-0.0698487911,"esperidiaoamin_","ESPERIDIÃO AMIN","PP","SC","esperidiaoamin_","NA","resto"
0.0484701248,0.0232464413,"evairdemelo","EVAIR DE MELO","PV","ES","evairdemelo","NA","resto"
0.1743460231,-0.0414589386,"evandrogussi","EVANDRO GUSSI","PV","SP","evandrogussi","NA","resto"
0.1532710296,-0.0440634931,"_fabinhoramalho","FÁBIO RAMALHO","PV","MG","_fabinhoramalho","NA","resto"
-0.1365508245,0.0575422717,"fabiofaria5555","FÁBIO FARIA","PSD","RN","fabiofaria5555","NA","resto"
0.1528162645,-0.1280163724,"fabiomitidieri1","FÁBIO MITIDIERI","PSD","SE","fabiomitidieri1","NA","resto"
0.0530027359,-0.0478224686,"fabio__reis","FABIO REIS","PMDB","SE","fabio__reis","NA","PMDB"
0.1726442531,0.0070746582,"fabricio4040","FABRICIO OLIVEIRA","PSB","SC","fabricio4040","NA","resto"
0.0352318887,0.0189103183,"faustopinato10","FAUSTO PINATO","PRB","SP","faustopinato10","NA","resto"
-0.1363838391,0.0969524423,"fbcfilho","FERNANDO COELHO FILHO","PSB","PE","fbcfilho","NA","resto"
-0.091700178,0.0702957872,"federalanderson","ANDERSON FERREIRA","PR","PE","federalanderson","NA","resto"
-0.270153808,0.0798601151,"felipebornierrj","FELIPE BORNIER","PSD","RJ","felipebornierrj","NA","resto"
0.1395489054,-0.0593153653,"felixmendoncajr","FÉLIX MENDONÇA JÚNIOR","PDT","BA","felixmendoncajr","NA","resto"
-0.2576713835,-0.1463077666,"fernandomarroni","FERNANDO MARRONI","PT","RS","fernandomarroni","NA","PT"
0.1181799049,-0.0022041362,"flaviano_melo","FLAVIANO MELO","PMDB","AC","flaviano_melo","NA","PMDB"
0.0021011275,0.1104130387,"flavinhocn","FLAVINHO","PSB","SP","flavinhocn","NA","resto"
-0.0894795735,0.1418996723,"floriano45","FLORIANO PESARO","PSDB","SP","floriano45","NA","PSDB"
-0.0086647607,0.2101673557,"francischini_","FERNANDO FRANCISCHINI","SD","NA","NA","NA","NA"
0.0338791789,0.0939125936,"geovaniadesa","GEOVANIA DE SÁ","PSDB","SC","geovaniadesa","NA","PSDB"
-0.0836674702,-0.1685289488,"gguimaraespt","GABRIEL GUIMARÃES","PT","MG","gguimaraespt","NA","PT"
-0.0100013851,-0.0451470108,"giovanicherini","GIOVANI CHERINI","PDT","RS","giovanicherini","NA","resto"
0.081488656,0.0246399344,"givaldocarimbao","GIVALDO CARIMBÃO","PROS","AL","givaldocarimbao","NA","resto"
-0.1831844397,-0.0926272374,"givaldovieira","GIVALDO VIEIRA","PT","ES","givaldovieira","NA","PT"
0.1116507513,-0.0061669647,"glauber_braga","GLAUBER BRAGA","PSB","RJ","glauber_braga","NA","resto"
-0.0394587592,-0.0565517594,"heitorschuch","HEITOR SCHUCH","PSB","RS","heitorschuch","NA","resto"
0.1077808098,-0.1315584873,"heldersalomao","HELDER SALOMÃO","PT","ES","heldersalomao","NA","PT"
-0.0422165296,-0.1353408696,"henriquefontana","HENRIQUE FONTANA","PT","RS","henriquefontana","NA","PT"
0.052110744,0.1270957886,"heraclitopi","HERÁCLITO FORTES","PSB","PI","heraclitopi","NA","resto"
0.0257766846,0.0349069256,"herculanopassos","HERCULANO PASSOS","PSD","SP","herculanopassos","NA","resto"
0.0390101122,0.0457770778,"heuler5500","HEULER CRUVINEL","PSD","GO","heuler5500","NA","resto"
